Source_ID,Target_ID,Source_File,Target_File,Source_Member,Target_Member,Source_Member_Type,Target_Member_Type,Dependency_Type,Dependency_Count,Is_Member_Level,Source_Member_ID,Target_Member_ID,Source_Module,Target_Module
101,132,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/tools/TemporaryURLContent.java,run,TemporaryURLContent,function,type,Use,2.0,True,5139.0,7497,sweetHome3DSwing,sweetHome3DTools
101,132,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/tools/TemporaryURLContent.java,run,TemporaryURLContent,function,type,Create,2.0,True,5139.0,7497,sweetHome3DSwing,sweetHome3DTools
101,132,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/tools/TemporaryURLContent.java,copyToTemporaryOBJContent,TemporaryURLContent,function,type,Create,2.0,True,5122.0,7497,sweetHome3DSwing,sweetHome3DTools
92,77,src/com/eteks/sweethome3d/swing/HelpPane.java,src/com/eteks/sweethome3d/model/UserPreferences.java,propertyChange,UserPreferences,function,type,Cast,1.0,True,4166.0,3201,sweetHome3DSwing,sweetHome3DModel
92,77,src/com/eteks/sweethome3d/swing/HelpPane.java,src/com/eteks/sweethome3d/model/UserPreferences.java,addLanguageListener,addPropertyChangeListener,function,function,Call,6.0,True,4155.0,3148,sweetHome3DSwing,sweetHome3DModel
92,77,src/com/eteks/sweethome3d/swing/HelpPane.java,src/com/eteks/sweethome3d/model/UserPreferences.java,propertyChange,removePropertyChangeListener,function,function,Call,6.0,True,4166.0,3175,sweetHome3DSwing,sweetHome3DModel
92,77,src/com/eteks/sweethome3d/swing/HelpPane.java,src/com/eteks/sweethome3d/model/UserPreferences.java,propertyChange,getLocalizedString,function,function,Call,6.0,True,4166.0,3157,sweetHome3DSwing,sweetHome3DModel
92,77,src/com/eteks/sweethome3d/swing/HelpPane.java,src/com/eteks/sweethome3d/model/UserPreferences.java,setMnemonics,getLocalizedString,function,function,Call,6.0,True,4169.0,3157,sweetHome3DSwing,sweetHome3DModel
92,77,src/com/eteks/sweethome3d/swing/HelpPane.java,src/com/eteks/sweethome3d/model/UserPreferences.java,displayView,getLocalizedString,function,function,Call,6.0,True,4160.0,3157,sweetHome3DSwing,sweetHome3DModel
92,77,src/com/eteks/sweethome3d/swing/HelpPane.java,src/com/eteks/sweethome3d/model/UserPreferences.java,,UserPreferences,file,type,Import,1.0,False,,3201,sweetHome3DSwing,sweetHome3DModel
92,77,src/com/eteks/sweethome3d/swing/HelpPane.java,src/com/eteks/sweethome3d/model/UserPreferences.java,HelpPane,UserPreferences,function,type,Use,7.0,True,4151.0,3201,sweetHome3DSwing,sweetHome3DModel
92,77,src/com/eteks/sweethome3d/swing/HelpPane.java,src/com/eteks/sweethome3d/model/UserPreferences.java,addLanguageListener,LANGUAGE,function,var,Use,7.0,True,4155.0,3208,sweetHome3DSwing,sweetHome3DModel
92,77,src/com/eteks/sweethome3d/swing/HelpPane.java,src/com/eteks/sweethome3d/model/UserPreferences.java,addLanguageListener,Property,function,type,Use,7.0,True,4155.0,3199,sweetHome3DSwing,sweetHome3DModel
92,77,src/com/eteks/sweethome3d/swing/HelpPane.java,src/com/eteks/sweethome3d/model/UserPreferences.java,addLanguageListener,UserPreferences,function,type,Use,7.0,True,4155.0,3201,sweetHome3DSwing,sweetHome3DModel
92,77,src/com/eteks/sweethome3d/swing/HelpPane.java,src/com/eteks/sweethome3d/model/UserPreferences.java,propertyChange,LANGUAGE,function,var,Use,7.0,True,4166.0,3208,sweetHome3DSwing,sweetHome3DModel
92,77,src/com/eteks/sweethome3d/swing/HelpPane.java,src/com/eteks/sweethome3d/model/UserPreferences.java,propertyChange,Property,function,type,Use,7.0,True,4166.0,3199,sweetHome3DSwing,sweetHome3DModel
92,77,src/com/eteks/sweethome3d/swing/HelpPane.java,src/com/eteks/sweethome3d/model/UserPreferences.java,propertyChange,UserPreferences,function,type,Use,7.0,True,4166.0,3201,sweetHome3DSwing,sweetHome3DModel
92,77,src/com/eteks/sweethome3d/swing/HelpPane.java,src/com/eteks/sweethome3d/model/UserPreferences.java,HelpPane,UserPreferences,function,type,Parameter,5.0,True,4151.0,3201,sweetHome3DSwing,sweetHome3DModel
92,77,src/com/eteks/sweethome3d/swing/HelpPane.java,src/com/eteks/sweethome3d/model/UserPreferences.java,createActions,UserPreferences,function,type,Parameter,5.0,True,4158.0,3201,sweetHome3DSwing,sweetHome3DModel
92,77,src/com/eteks/sweethome3d/swing/HelpPane.java,src/com/eteks/sweethome3d/model/UserPreferences.java,addLanguageListener,UserPreferences,function,type,Parameter,5.0,True,4155.0,3201,sweetHome3DSwing,sweetHome3DModel
92,77,src/com/eteks/sweethome3d/swing/HelpPane.java,src/com/eteks/sweethome3d/model/UserPreferences.java,createComponents,UserPreferences,function,type,Parameter,5.0,True,4159.0,3201,sweetHome3DSwing,sweetHome3DModel
92,77,src/com/eteks/sweethome3d/swing/HelpPane.java,src/com/eteks/sweethome3d/model/UserPreferences.java,setMnemonics,UserPreferences,function,type,Parameter,5.0,True,4169.0,3201,sweetHome3DSwing,sweetHome3DModel
92,77,src/com/eteks/sweethome3d/swing/HelpPane.java,src/com/eteks/sweethome3d/model/UserPreferences.java,HelpPane,UserPreferences,type,type,Contain,2.0,True,4173.0,3201,sweetHome3DSwing,sweetHome3DModel
92,77,src/com/eteks/sweethome3d/swing/HelpPane.java,src/com/eteks/sweethome3d/model/UserPreferences.java,propertyChange,UserPreferences,function,type,Contain,2.0,True,4166.0,3201,sweetHome3DSwing,sweetHome3DModel
101,133,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/tools/URLContent.java,run,URLContent,function,type,Cast,1.0,True,5139.0,7514,sweetHome3DSwing,sweetHome3DTools
101,133,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/tools/URLContent.java,run,openStream,function,function,Call,3.0,True,5139.0,7513,sweetHome3DSwing,sweetHome3DTools
101,133,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/tools/URLContent.java,run,getURL,function,function,Call,3.0,True,5139.0,7510,sweetHome3DSwing,sweetHome3DTools
101,133,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/tools/URLContent.java,getIcon,URLContent,function,type,Call,3.0,True,5126.0,7514,sweetHome3DSwing,sweetHome3DTools
101,133,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/tools/URLContent.java,,URLContent,file,type,Import,1.0,False,,7514,sweetHome3DSwing,sweetHome3DTools
101,133,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/tools/URLContent.java,getIcon,URLContent,function,type,Create,1.0,True,5126.0,7514,sweetHome3DSwing,sweetHome3DTools
101,133,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/tools/URLContent.java,run,URLContent,function,type,Contain,1.0,True,5139.0,7514,sweetHome3DSwing,sweetHome3DTools
145,164,src/com/eteks/sweethome3d/viewcontroller/HomeFurnitureController.java,src/com/eteks/sweethome3d/viewcontroller/ViewFactory.java,getView,createHomeFurnitureView,function,function,Call,1.0,True,8238.0,9860,sweetHome3DViewController,sweetHome3DViewController
145,164,src/com/eteks/sweethome3d/viewcontroller/HomeFurnitureController.java,src/com/eteks/sweethome3d/viewcontroller/ViewFactory.java,HomeFurnitureController,ViewFactory,function,type,Use,1.0,True,8222.0,9877,sweetHome3DViewController,sweetHome3DViewController
145,164,src/com/eteks/sweethome3d/viewcontroller/HomeFurnitureController.java,src/com/eteks/sweethome3d/viewcontroller/ViewFactory.java,HomeFurnitureController,ViewFactory,function,type,Parameter,1.0,True,8222.0,9877,sweetHome3DViewController,sweetHome3DViewController
145,164,src/com/eteks/sweethome3d/viewcontroller/HomeFurnitureController.java,src/com/eteks/sweethome3d/viewcontroller/ViewFactory.java,HomeFurnitureController,ViewFactory,type,type,Contain,1.0,True,8265.0,9877,sweetHome3DViewController,sweetHome3DViewController
145,163,src/com/eteks/sweethome3d/viewcontroller/HomeFurnitureController.java,src/com/eteks/sweethome3d/viewcontroller/View.java,displayView,View,function,type,Parameter,1.0,True,8226.0,9853,sweetHome3DViewController,sweetHome3DViewController
101,135,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/viewcontroller/ContentManager.java,run,getContent,function,function,Call,3.0,True,5139.0,7602,sweetHome3DSwing,sweetHome3DViewController
101,135,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/viewcontroller/ContentManager.java,run,getPresentationName,function,function,Call,3.0,True,5139.0,7603,sweetHome3DSwing,sweetHome3DViewController
101,135,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/viewcontroller/ContentManager.java,showModelChoiceDialog,showOpenDialog,function,function,Call,3.0,True,5148.0,7605,sweetHome3DSwing,sweetHome3DViewController
101,135,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/viewcontroller/ContentManager.java,,ContentManager,file,type,Import,1.0,False,,7607,sweetHome3DSwing,sweetHome3DViewController
101,135,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/viewcontroller/ContentManager.java,run,MODEL,function,var,Use,6.0,True,5139.0,7611,sweetHome3DSwing,sweetHome3DViewController
101,135,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/viewcontroller/ContentManager.java,run,ContentType,function,type,Use,6.0,True,5139.0,7608,sweetHome3DSwing,sweetHome3DViewController
101,135,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/viewcontroller/ContentManager.java,run,ContentManager,function,type,Use,6.0,True,5139.0,7607,sweetHome3DSwing,sweetHome3DViewController
101,135,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/viewcontroller/ContentManager.java,showModelChoiceDialog,MODEL,function,var,Use,6.0,True,5148.0,7611,sweetHome3DSwing,sweetHome3DViewController
101,135,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/viewcontroller/ContentManager.java,showModelChoiceDialog,ContentType,function,type,Use,6.0,True,5148.0,7608,sweetHome3DSwing,sweetHome3DViewController
101,135,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/viewcontroller/ContentManager.java,showModelChoiceDialog,ContentManager,function,type,Use,6.0,True,5148.0,7607,sweetHome3DSwing,sweetHome3DViewController
101,135,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/viewcontroller/ContentManager.java,updateController,ContentManager,function,type,Parameter,2.0,True,5151.0,7607,sweetHome3DSwing,sweetHome3DViewController
101,135,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/viewcontroller/ContentManager.java,showModelChoiceDialog,ContentManager,function,type,Parameter,2.0,True,5148.0,7607,sweetHome3DSwing,sweetHome3DViewController
164,46,src/com/eteks/sweethome3d/viewcontroller/ViewFactory.java,src/com/eteks/sweethome3d/model/FurnitureCatalog.java,,FurnitureCatalog,file,type,Import,1.0,False,,2106,sweetHome3DViewController,sweetHome3DModel
164,46,src/com/eteks/sweethome3d/viewcontroller/ViewFactory.java,src/com/eteks/sweethome3d/model/FurnitureCatalog.java,createFurnitureCatalogView,FurnitureCatalog,function,type,Parameter,1.0,True,9856.0,2106,sweetHome3DViewController,sweetHome3DModel
101,130,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/tools/OperatingSystem.java,createComponents,isMacOSXLeopardOrSuperior,function,function,Call,4.0,True,5123.0,7478,sweetHome3DSwing,sweetHome3DTools
101,130,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/tools/OperatingSystem.java,setMnemonics,isMacOSX,function,function,Call,4.0,True,5143.0,7477,sweetHome3DSwing,sweetHome3DTools
101,130,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/tools/OperatingSystem.java,setModelChangeTexts,isMacOSX,function,function,Call,4.0,True,5144.0,7477,sweetHome3DSwing,sweetHome3DTools
101,130,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/tools/OperatingSystem.java,setModelChoiceTexts,isMacOSX,function,function,Call,4.0,True,5145.0,7477,sweetHome3DSwing,sweetHome3DTools
101,130,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/tools/OperatingSystem.java,,OperatingSystem,file,type,Import,1.0,False,,7480,sweetHome3DSwing,sweetHome3DTools
101,130,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/tools/OperatingSystem.java,createComponents,OperatingSystem,function,type,Use,4.0,True,5123.0,7480,sweetHome3DSwing,sweetHome3DTools
101,130,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/tools/OperatingSystem.java,setMnemonics,OperatingSystem,function,type,Use,4.0,True,5143.0,7480,sweetHome3DSwing,sweetHome3DTools
101,130,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/tools/OperatingSystem.java,setModelChangeTexts,OperatingSystem,function,type,Use,4.0,True,5144.0,7480,sweetHome3DSwing,sweetHome3DTools
101,130,src/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanel.java,src/com/eteks/sweethome3d/tools/OperatingSystem.java,setModelChoiceTexts,OperatingSystem,function,type,Use,4.0,True,5145.0,7480,sweetHome3DSwing,sweetHome3DTools
162,51,src/com/eteks/sweethome3d/viewcontroller/VideoController.java,src/com/eteks/sweethome3d/model/HomeEnvironment.java,updateProperties,getVideoAspectRatio,function,function,Call,11.0,True,9820.0,2347,sweetHome3DViewController,sweetHome3DModel
162,51,src/com/eteks/sweethome3d/viewcontroller/VideoController.java,src/com/eteks/sweethome3d/model/HomeEnvironment.java,updateProperties,getVideoFrameRate,function,function,Call,11.0,True,9820.0,2349,sweetHome3DViewController,sweetHome3DModel
162,51,src/com/eteks/sweethome3d/viewcontroller/VideoController.java,src/com/eteks/sweethome3d/model/HomeEnvironment.java,updateProperties,getVideoWidth,function,function,Call,11.0,True,9820.0,2352,sweetHome3DViewController,sweetHome3DModel
162,51,src/com/eteks/sweethome3d/viewcontroller/VideoController.java,src/com/eteks/sweethome3d/model/HomeEnvironment.java,updateProperties,getVideoHeight,function,function,Call,11.0,True,9820.0,2350,sweetHome3DViewController,sweetHome3DModel
162,51,src/com/eteks/sweethome3d/viewcontroller/VideoController.java,src/com/eteks/sweethome3d/model/HomeEnvironment.java,updateProperties,getVideoQuality,function,function,Call,11.0,True,9820.0,2351,sweetHome3DViewController,sweetHome3DModel
162,51,src/com/eteks/sweethome3d/viewcontroller/VideoController.java,src/com/eteks/sweethome3d/model/HomeEnvironment.java,updateProperties,getVideoCameraPath,function,function,Call,11.0,True,9820.0,2348,sweetHome3DViewController,sweetHome3DModel
162,51,src/com/eteks/sweethome3d/viewcontroller/VideoController.java,src/com/eteks/sweethome3d/model/HomeEnvironment.java,setAspectRatio,setVideoAspectRatio,function,function,Call,11.0,True,9814.0,2366,sweetHome3DViewController,sweetHome3DModel
162,51,src/com/eteks/sweethome3d/viewcontroller/VideoController.java,src/com/eteks/sweethome3d/model/HomeEnvironment.java,setFrameRate,setVideoFrameRate,function,function,Call,11.0,True,9816.0,2368,sweetHome3DViewController,sweetHome3DModel
162,51,src/com/eteks/sweethome3d/viewcontroller/VideoController.java,src/com/eteks/sweethome3d/model/HomeEnvironment.java,setWidth,setVideoWidth,function,function,Call,11.0,True,9819.0,2370,sweetHome3DViewController,sweetHome3DModel
162,51,src/com/eteks/sweethome3d/viewcontroller/VideoController.java,src/com/eteks/sweethome3d/model/HomeEnvironment.java,setQuality,setVideoQuality,function,function,Call,11.0,True,9818.0,2369,sweetHome3DViewController,sweetHome3DModel
162,51,src/com/eteks/sweethome3d/viewcontroller/VideoController.java,src/com/eteks/sweethome3d/model/HomeEnvironment.java,setCameraPath,setVideoCameraPath,function,function,Call,11.0,True,9815.0,2367,sweetHome3DViewController,sweetHome3DModel
162,51,src/com/eteks/sweethome3d/viewcontroller/VideoController.java,src/com/eteks/sweethome3d/model/HomeEnvironment.java,,HomeEnvironment,file,type,Import,1.0,False,,2374,sweetHome3DViewController,sweetHome3DModel
162,51,src/com/eteks/sweethome3d/viewcontroller/VideoController.java,src/com/eteks/sweethome3d/model/HomeEnvironment.java,updateProperties,HomeEnvironment,function,type,Contain,1.0,True,9820.0,2374,sweetHome3DViewController,sweetHome3DModel
164,48,src/com/eteks/sweethome3d/viewcontroller/ViewFactory.java,src/com/eteks/sweethome3d/model/Home.java,,Home,file,type,Import,1.0,False,,2209,sweetHome3DViewController,sweetHome3DModel
164,48,src/com/eteks/sweethome3d/viewcontroller/ViewFactory.java,src/com/eteks/sweethome3d/model/Home.java,createFurnitureView,Home,function,type,Parameter,7.0,True,9857.0,2209,sweetHome3DViewController,sweetHome3DModel
164,48,src/com/eteks/sweethome3d/viewcontroller/ViewFactory.java,src/com/eteks/sweethome3d/model/Home.java,createPlanView,Home,function,type,Parameter,7.0,True,9867.0,2209,sweetHome3DViewController,sweetHome3DModel
164,48,src/com/eteks/sweethome3d/viewcontroller/ViewFactory.java,src/com/eteks/sweethome3d/model/Home.java,createView3D,Home,function,type,Parameter,7.0,True,9874.0,2209,sweetHome3DViewController,sweetHome3DModel
164,48,src/com/eteks/sweethome3d/viewcontroller/ViewFactory.java,src/com/eteks/sweethome3d/model/Home.java,createHomeView,Home,function,type,Parameter,7.0,True,9861.0,2209,sweetHome3DViewController,sweetHome3DModel
164,48,src/com/eteks/sweethome3d/viewcontroller/ViewFactory.java,src/com/eteks/sweethome3d/model/Home.java,createPrintPreviewView,Home,function,type,Parameter,7.0,True,9868.0,2209,sweetHome3DViewController,sweetHome3DModel
164,48,src/com/eteks/sweethome3d/viewcontroller/ViewFactory.java,src/com/eteks/sweethome3d/model/Home.java,createPhotoView,Home,function,type,Parameter,7.0,True,9866.0,2209,sweetHome3DViewController,sweetHome3DModel
